emp_no,first_name,second_name,department,wage,project_completion_rate
567,Kevin,Callahan,Sales,38716.87,53.47503
568,April,Robertson,Testing,19152.52,31.29220
569,Taylor,Simmons,Research,6727.56,68.38389
570,Jennifer,Hill,IT,94362.53,29.48138
571,James,Williams,IT,91536.53,48.59475
572,Sherry,Turner,Research,2983.48,56.74648
573,Diane,Guzman,Testing,46922.79,38.85867
574,Deborah,Howell,HR,66277.62,46.68919
575,James,Smith,HR,59053.31,51.11568
576,Kaylee,Hicks,IT,91957.36,61.03103
577,Kimberly,Bennett,IT,25986.42,57.89783
578,Melinda,Bailey,HR,22174.42,38.49858
579,Lisa,Parker,IT,64862.01,64.84235
580,Brian,Patterson,IT,10447.77,50.51521
581,Heather,Johnson,HR,24545.5,61.98121
582,Tiffany,Hammond,Sales,12213.02,54.50765
583,Shawn,Barr,HR,90782.77,47.15612
584,Leroy,Harvey,Research,66799.56,35.59833
585,Tara,Garner,HR,61160.3,50.40192
586,Maria,Vaughn,Testing,97872.45,40.58362
587,Megan,Davidson,Research,61665.96,61.73432
588,Elizabeth,Huffman,Sales,86443.14,46.69881
589,Tammy,Howard,Sales,19719.23,53.52341
590,Laurie,Pearson,Testing,47975.05,55.34295
591,David,Huynh,Testing,1282.48,33.73441
592,Sharon,Simpson,HR,51257.67,60.01007
593,Crystal,Cruz,Testing,84225.5,45.22619
594,Jennifer,Hensley,Testing,49248.65,43.73443
595,Jeff,Foster,Testing,98570.8,37.40854
596,Samuel,Robinson,Sales,96142.61,42.26342
597,Paul,Morales,Research,59120.07,53.33323
598,Glenn,Smith,HR,38490.79,37.12892
599,Philip,Bailey,Testing,84149.03,42.97803
600,Eugene,Silva,IT,58767.21,44.38331
601,Amanda,Price,HR,45009.45,53.99913
602,James,Stevens,Research,77976.77,64.63275
603,Steven,Torres,IT,50676.7,61.13270
604,Angela,Morgan,Sales,99313.95,56.37090
605,Amanda,Hale,HR,79321.26,46.29893
606,Timothy,Fox,IT,44438.07,51.90969
607,Matthew,Flores,IT,83467.8,59.22994
608,Amanda,Sutton,Testing,13802.07,68.13009
609,Alan,Blair,Testing,57927.18,46.77891
610,Paul,Baldwin,Sales,1617.91,49.74866
611,Andrew,Quinn,Sales,65163,63.52327
612,Danielle,Collins,Testing,67851.03,60.64744
613,Hector,Galvan,Sales,31196.23,52.41908
614,Sarah,Howard,HR,30138.24,43.88838
615,Donald,Hill,Sales,66578.93,58.60474
616,Katie,Curry,Research,36119.13,47.98391
617,Jordan,Mendoza,IT,19682.6,37.14175
618,Kevin,Lee,IT,51003.69,65.83350
619,Mrs.,Rebecca,Research,72672.27,64.75943
620,David,Robbins,Sales,20379.56,47.14367
621,Joshua,King,IT,74500.69,56.89178
622,Daniel,Woodard,IT,18520.15,39.15465
623,Anna,Perkins,IT,99415.88,32.31103
624,Jessica,Harrison,Testing,24215.77,30.82189
625,Phillip,Mccoy,Research,44134.22,60.27575
626,Taylor,Swanson,Research,55952.88,64.52696
627,Kristina,Hall,IT,23332.81,49.65088
628,John,Jackson,HR,93281.86,65.69751
629,Ryan,Nguyen,Testing,78822.67,63.78339
630,Robin,Franklin,IT,55259.55,51.82554
631,Mary,Baker,Testing,13482.98,45.24711
632,Andrew,Harmon,HR,3650.66,60.39584
633,Jessica,Estrada,Sales,51306.36,47.00021
634,John,Ford,IT,36310.85,41.16952
635,Norman,Shaw,HR,43324.13,54.33877
636,Brenda,Brown,Testing,97236.44,52.36271
637,Norman,Ramsey,IT,42770.89,47.19133
638,David,Morris,Testing,42432.83,52.68162
639,Jason,Moore,IT,76971.41,45.50219
640,Misty,Mooney,HR,61221.51,52.48857
641,Sara,Kramer,Sales,35125.83,52.57233
642,Dr.,Rose,Research,84883.52,50.47699
643,Edward,Williams,Testing,35048.36,50.39857
644,Ebony,Juarez,IT,72007.44,57.98129
645,Justin,Turner,HR,39978.25,47.11415
646,Marc,Hunt,IT,81470.39,47.33739
647,Aaron,Summers,IT,6760.25,61.37597
648,Megan,Burns,Sales,47765.02,28.81028
649,Larry,Hughes,Sales,91307.83,59.41567
650,Johnathan,Wiley,Testing,30418.8,48.17019
651,Scott,Morgan,HR,38753.79,57.81753
652,Ashley,Lin,Sales,70884.17,39.16069
653,Michael,Meza,Testing,4984.07,51.31390
654,Grant,Cruz,IT,88337.84,64.45620
655,Nancy,Fernandez,IT,34452.31,37.05378
656,Kristen,Wright,Research,64616.08,42.51317
657,Mr.,Kevin,Testing,35136.43,47.06366
658,Patricia,Casey,Research,64245.72,45.43981
659,Stacey,King,Testing,5175.64,51.83939
660,George,Ray,IT,80894.04,55.26019
661,Michael,Jacobs,Testing,17467.25,46.24337
662,Susan,Case,HR,75055.5,50.95795
663,Amanda,Gonzalez,Testing,10859.06,39.35083
664,Beth,Dixon,Sales,82785.77,65.09703
665,Shannon,Hinton,Sales,86918.27,49.71636
666,Dana,Gilbert,IT,14350.64,52.23733
667,Monica,Gibbs,HR,94435.03,35.12957
668,Scott,Marshall,IT,57201.58,52.03084
669,Brandi,Long,Research,56430.96,47.20234
670,Amy,Douglas,Sales,48111.92,64.33070
671,Paul,Pierce,IT,91086.36,49.70236
672,Martin,Davis,Sales,86933.91,50.70265
673,Catherine,Turner,IT,39015.02,53.88882
674,Shannon,Brooks,Sales,64076.15,40.54380
675,Sarah,Herrera,HR,93873.32,52.24067
676,Christopher,Martin,Sales,54310.97,58.51636
677,Jonathon,Taylor,Testing,35631.27,59.71660
678,Heather,Pace,Sales,33591.79,53.56732
679,Joshua,Holder,HR,76261.78,60.62666
680,Daryl,Pearson,Testing,62822.78,46.65953
681,Charles,Petty,Sales,16018.22,48.11685
682,Amy,Hall,Research,66398.55,44.57481
683,Casey,Silva,IT,50348.21,53.54234
684,Anthony,Peterson,Research,55455.37,62.20351
685,Sandra,Adams,Testing,29659.14,48.28289
686,Sylvia,Lewis,HR,67063.08,37.57977
687,Troy,Frederick,HR,45418.95,45.04785
688,Bruce,Horne,IT,71511.12,58.10819
689,Andrew,Anderson,IT,4313.08,50.31253
690,Mr.,Andre,Sales,36648.27,37.75308
691,Karen,Nolan,Testing,90147.78,48.10070
692,Jose,Orozco,Testing,59829.31,69.93771
693,Thomas,Martinez,HR,27284.27,49.59322
694,Jacob,Allen,Sales,55454.69,52.20643
695,William,Howard,Sales,79983.61,43.92810
696,Stacey,Shepherd,Research,57092.21,39.75861
697,Paul,Mcknight,Sales,42996.1,54.08345
698,Daisy,Holmes,Testing,61698.71,54.69934
699,Johnathan,Colon,Testing,7126.11,44.86654
700,Matthew,Phillips,HR,55083.7,61.83687
701,Cody,Cochran,HR,75613.01,37.18665
702,Patrick,Greer,Research,25726.56,52.68766
703,John,Johnson,Research,11849.85,53.88331
704,Erika,Campbell,IT,39564.66,47.52485
705,Mr.,Joshua,Research,16552.85,53.34697
706,Jason,Sullivan,IT,61855.05,54.36532
707,Rose,Duncan,Sales,35918.85,54.16068
708,Jason,Smith,Testing,33891.48,33.72896
709,Robert,Miller,Sales,58748.67,45.73703
710,Jose,Miller,Research,12638.71,39.10222
711,Jessica,Cabrera,Testing,73583.17,62.91031
712,Eric,Griffin,HR,24411.23,47.69428
713,Dylan,Green,IT,56345.18,59.42498
714,Kyle,Moreno,Testing,16571.95,53.37035
715,Christopher,Miller,HR,61763.23,61.25816
716,Jonathan,Barnes,Testing,96617.74,49.33914
717,Noah,Reyes,IT,3094.04,46.27879
718,Samuel,Shea,HR,30763.38,40.12900
719,Steve,Lopez,IT,91242.6,39.88574
720,Michael,Stewart,HR,1512.22,36.80386
721,James,Garcia,IT,19563.65,55.39770
722,Caleb,Wilkins,IT,98074.98,56.32581
723,Heidi,Ferguson,Testing,67092.5,54.23818
724,Tracy,Hamilton,Testing,82599.35,44.89924
725,Matthew,Vang,HR,96492.79,53.96673
726,Lisa,Charles,Sales,67584.98,52.17240
727,Troy,Barton,Sales,47692.56,44.13754
728,Vincent,Chaney,Testing,23011.37,56.67513
729,Dale,Cooper,HR,14795.15,53.55937
730,Daniel,Martinez,Research,58399.98,33.97538
731,Alex,Adams,Research,91480.5,47.81490
732,Jennifer,Ramirez,HR,71516.44,41.89190
733,Sharon,Beck,Testing,39051.07,57.01700
734,James,Castro,Research,45800.72,50.87492
735,Ryan,Ali,HR,27886.39,57.43774
736,John,Roberts,HR,3206.75,55.34555
737,Holly,Johnson,Testing,32932.73,41.29788
738,Michelle,Carter,Research,98897.39,38.52168
739,Brenda,Allen,HR,92378.57,48.97777
740,John,Silva,HR,51329.66,53.88441
741,Sarah,Mendoza,Sales,94003.63,63.08927
742,Barbara,Atkins,HR,78726.63,58.74350
743,William,Rodgers,Testing,64573.75,61.93596
744,Susan,Herman,IT,47795.39,76.39163
745,Emily,Wagner,Testing,30181.73,34.07744
746,Brittany,Fox,Research,79563.5,50.66797
747,Michael,Garcia,HR,85166.61,65.73165
748,Anthony,Thomas,Research,95675.67,56.18377
749,Monica,Smith,Testing,12297.26,53.59253
750,Allison,Hogan,IT,61611.83,33.41041
751,Eric,Wright,Research,52592.66,60.65905
752,Eric,Murphy,HR,70063.39,49.99956
753,Parker,Curry,Sales,1062.73,38.18372
754,Martin,Stephenson,Sales,11000.16,48.97512
755,Lisa,James,Sales,8008.47,38.17779
756,Andrea,Cook,IT,95650.33,51.30645
757,Dr.,Danielle,Sales,82622.81,66.58271
758,Jasmine,Joyce,Research,52007.25,65.20421
759,Sean,Smith,Sales,13352.38,42.11381
760,Terri,Williams,HR,35568.21,54.55000
761,Tina,Chandler,IT,40316.6,44.15248
762,Rebecca,Wright,IT,82941.27,46.54534
763,Sandra,Osborn,IT,18326.58,61.21695
764,Hayden,Leonard,Testing,11564.66,57.33800
765,Courtney,Jordan,Research,49678.88,68.46799
766,Martha,Thomas,IT,2966.97,45.45437
767,Jacqueline,Jimenez,IT,75593.55,52.95224
768,Jessica,Sanders,Sales,28977.16,62.75510
769,Cynthia,Oconnor,Testing,60573.94,59.87563
770,Jenna,Adams,Testing,61758.06,56.22237
771,Gary,Taylor,HR,27214.64,50.88488
772,Sean,Spencer,HR,21802.54,65.43371
773,Mrs.,Jamie,Research,84421.48,55.31019
774,Melissa,Brooks,Sales,98890.08,45.57930
775,Cindy,Clark,Testing,4093.11,49.04433
776,Mark,Blevins,Research,47395.56,37.63298
777,Michael,Watson,Research,95113.74,54.37192
778,Gail,Flores,Testing,4627.19,41.46233
779,Richard,Hall,Research,86456.87,41.74069
780,Tracy,Blake,Research,28890.27,38.12414
781,Christopher,Williams,Testing,43819.37,50.55119
782,Terry,Mcdowell,HR,97322.95,56.33027
783,Amanda,Hicks,Testing,32404.7,37.25113
784,Michelle,Hernandez,Sales,45111.81,43.23982
785,Brittney,Stewart,Testing,15705.22,54.76742
786,Christopher,Martinez,Research,51607.09,56.84576
787,Carol,Wilson,Sales,88134.86,49.87977
788,Jennifer,Parker,IT,56583.3,49.09781
789,William,Anderson,Sales,26384.69,31.50605
790,Christian,Harris,Research,21268.36,50.80320
791,Eric,Jackson,Sales,96707.85,58.37658
792,Sandra,Shepard,Sales,74587.32,56.43178
793,Manuel,Owen,Research,81871.24,70.77425
794,Megan,Orozco,IT,67877.89,48.78116
795,Brian,Mcmahon,Sales,82296.54,52.10085
796,Teresa,White,IT,33845.39,37.55858
797,Jason,Lee,Sales,45072.09,37.41284
798,Rachel,Blackwell,Sales,70296.42,35.05864
799,Robert,Griffith,Testing,42662.89,50.53028
800,Richard,Harris,HR,76090.61,40.89365
801,Gregory,Hart,Research,66270.94,52.96652
802,Lori,Wood,Research,66125.29,52.46843
803,David,Duran,Sales,12968.98,29.94830
804,Luis,Weaver,Research,87960.32,52.55041
805,Mark,Romero,Sales,90084.43,74.02646
806,Kaitlin,Freeman,Testing,90175.29,41.42101
807,Diana,Hodges,Research,17575.36,42.30099
808,Curtis,Simpson,Sales,83591.98,39.50555
809,Robert,Adams,Research,95980.15,54.43703
810,Christina,Douglas,Testing,86744.58,49.12877
811,Andrea,Nelson,Sales,51426.54,67.45463
812,Rebekah,Gonzalez,HR,40380.14,62.28252
813,Kevin,Love,Testing,47003.9,49.17782
814,Jose,Graham,Research,93126.9,42.57108
815,Daniel,Monroe,Research,25516.73,32.32906
816,Donna,King,Sales,92676.55,37.49602
817,Hannah,Robertson,IT,50429.57,51.09974
818,Joseph,Garza,HR,83500.45,26.10380
819,Caroline,Jackson,Sales,14849.74,49.33160
820,Nicholas,Johnson,Research,81936,43.96405
821,Michael,Mitchell,Testing,69095.19,64.64558
822,Rebecca,Floyd,HR,3402.23,40.30309
823,James,Murphy,HR,51996.04,44.18970
824,David,Mckinney,Research,17482.8,63.50016
825,Amy,Barry,Testing,32056.16,63.28736
826,George,Tate,Testing,85408.47,42.83512
827,Kristen,Harris,Sales,62731.01,42.46885
828,Darin,Tucker,Research,13381.33,55.38384
829,Sharon,Hughes,HR,89773.6,44.02474
830,Christopher,Mercado,Research,94323.52,53.15648
831,James,Rosario,Research,54493.93,45.69738
832,Leslie,Simpson,HR,29485.93,37.54769
833,Benjamin,Brooks,Research,6902.11,54.54535
834,Michelle,Mooney,Testing,70002.2,54.21649
835,Angela,Padilla,IT,73555.79,42.03117
836,Phillip,Kaiser,Research,25037.54,48.18294
837,Laura,Martin,Research,64629.36,51.65647
838,Crystal,Williamson,HR,1531.18,43.80307
839,Melissa,Castro,Sales,85942.68,68.93017
840,Angela,Brown,Research,50468.93,69.89364
841,Tammy,Powell,IT,93828.77,52.50919
842,Kayla,Smith,HR,47118.54,37.45446
843,Johnathan,Hayes,Research,24141.79,51.05175
844,Cathy,Pittman,Research,7092.13,79.41257
845,Michael,Washington,Research,26978.34,51.56380
846,Christine,Jordan,IT,44831.64,48.62361
847,Michael,Lawrence,Research,69982.76,51.80718
848,Christina,Wells,Testing,76531.68,47.63826
849,Patrick,Alvarez,Testing,7263.41,46.49262
850,Charles,Nguyen,HR,83977.82,53.54322
851,Christopher,Newton,HR,31912.69,55.78835
852,Kent,West,Research,24968.62,45.08578
853,Amber,Carter,HR,97865.07,66.06599
854,Michael,Boyle,Research,54228.6,40.06952
855,James,Romero,IT,71865.87,53.66404
856,Dr.,Ashley,HR,51906.26,59.62985
857,Austin,Jensen,HR,15597.92,42.09940
858,Robert,Phillips,Sales,45017.72,63.75120
859,Leslie,Carson,IT,53192.97,54.38777
860,Matthew,Brown,Sales,16150.15,36.18382
861,Mary,Brown,Research,42229.41,38.62340
862,Amanda,Holmes,Sales,27599.85,59.06364
863,John,Davis,Testing,94898.24,39.70112
864,Colleen,Ferguson,IT,99561.64,50.98573
865,Robin,Conner,Testing,37543.37,44.97472
866,Nathaniel,Howard,Testing,62092.76,57.24181
867,Russell,Glenn,Testing,96351.62,51.63394
868,Tina,Armstrong,Testing,49367.79,57.96109
869,Kristi,Romero,IT,59409.51,57.59194
870,Carol,Tucker,Testing,50068.62,38.83457
871,Craig,Leach,HR,90821.86,49.59304
872,Crystal,Pham,Testing,13401.22,32.47089
873,Tara,Ray,HR,18688.98,52.33378
874,James,Nelson,IT,13308.58,42.24799
875,Jeffrey,Martin,HR,46418.76,38.53024
876,Daniel,Obrien,Sales,63712.23,50.25159
877,Maria,Ramirez,Sales,43295.04,40.39397
878,Christine,Richards,Testing,72323.81,48.23015
879,Daniel,Perry,IT,93442.14,48.17460
880,Raymond,Myers,Research,22176.82,45.97428
881,Kimberly,Coleman,Research,62340.24,44.93028
882,Taylor,Li,HR,4592.56,58.98379
883,Karen,Smith,Testing,3863.64,48.88353
884,Danielle,Flores,IT,1077.8,70.19051
885,Jessica,Wright,IT,99059.91,59.12234
886,Todd,Salazar,Research,82716.74,49.18673
887,Thomas,Ford,Testing,962.85,40.75854
888,Russell,Gonzales,IT,71034.49,53.64932
889,Amy,Campbell,IT,46817.2,37.79410
890,Deborah,Sanders,HR,83122.03,53.67456
891,David,Hall,Sales,38391.98,59.40609
892,Amy,Rodriguez,IT,67587.9,44.64809
893,Alexander,Collins,Sales,65058.99,49.45323
894,Sherri,Garcia,Research,17769.96,35.28732
895,Matthew,Simpson,IT,22876.05,44.16389
896,Joseph,Anderson,IT,77456.5,40.01867
897,Stephanie,Willis,Research,99312.05,51.66766
898,Kathryn,Clarke,IT,75221.27,64.58259
899,Rebecca,Park,HR,4389.04,63.44674
900,Lindsay,Jones,IT,93938.04,50.01320
901,Andrea,Martinez,HR,7336.55,59.10882
902,Melissa,Singleton,Research,42579.11,37.65102
903,Scott,Weber,Sales,90235.73,45.62788
904,Michael,Carroll,Research,21010.58,34.68464
905,Stephen,Smith,Sales,55821.86,52.87878
906,Diane,Reilly,Sales,23952.88,59.41329
907,Rebecca,Garcia,Sales,14700.75,76.29613
908,Ann,Byrd,IT,84117.98,42.32575
909,Carlos,Cox,HR,416.04,59.08035
910,Danielle,Davis,Research,1704.1,61.49780
911,Jeffrey,Mckee,IT,24531.34,50.63151
912,Matthew,Bell,HR,86932.5,68.61400
913,Cassidy,Mcdonald,HR,5372.59,44.09735
914,Brandi,Soto,IT,58037.47,50.32839
915,Todd,Leonard,HR,96132.19,50.55351
916,Tracy,Perez,Research,68836.63,50.22433
917,Brandon,Gomez,Sales,33345.76,50.82150
918,William,Ortiz,Testing,53998.2,54.38733
919,Holly,Snyder,Sales,41436.85,56.61680
920,Aaron,Arnold,HR,75732.45,55.77320
921,Courtney,Caldwell,IT,16277.22,54.65443
922,Katherine,Shea,Research,74880.77,54.77092
923,Taylor,Golden,HR,44774.21,52.34456
924,Amy,Ortiz,Sales,73122.59,29.09899
925,Lindsey,Allen,Testing,65169.04,63.00665
926,Dakota,Spencer,HR,73723.16,48.67887
927,Marcus,Walker,IT,69982.74,68.34787
928,Adam,Russo,IT,34686.36,50.84436
929,Michael,Taylor,Research,55004.44,52.19344
930,Philip,Stone,Research,30992.32,41.10396
931,Ms.,Patricia,Research,46104.04,32.80931
932,Ashley,Phillips,Sales,44265.19,52.46011
933,Dana,Valencia,IT,75781.69,59.66620
934,Ryan,Adkins,Sales,30781.02,51.40922
935,Steven,Harvey,HR,79318.2,55.05845
936,James,Lucas,Testing,57890.21,42.15770
937,Julia,Johnson,Research,55844.64,62.40916
938,Lisa,Anderson,HR,29469.84,47.11687
939,Julia,Byrd,HR,15508.62,53.55191
940,Angela,Reed,Testing,34059.15,76.24882
941,Heather,Andrews,HR,68061.06,57.37201
942,Karla,Smith,Sales,60434.97,54.78644
943,Jay,Parker,Sales,67505.23,24.98954
944,Catherine,Gross,HR,28026.02,52.97579
945,Cheryl,Thomas,Sales,49809.35,59.39181
946,Jeanne,Davis,Research,78543.84,53.03553
947,Benjamin,Martin,Research,91741.8,33.44993
948,Mark,Fleming,IT,56210.72,60.00480
949,Jason,Butler,Research,59688.06,40.25723
950,Renee,Estes,Research,83805.37,57.28356
951,Sherry,Lee,HR,57484.08,32.48102
952,Trevor,Thompson,IT,55220.57,40.56188
953,Felicia,Blake,Research,87398.91,39.26212
954,Dennis,White,Sales,6179.35,60.01017
955,Katie,Conway,HR,81580.65,48.82478
956,Paul,Buckley,HR,31349.77,54.60601
957,Kathryn,Collins,Research,35434.72,51.56804
958,Patricia,Lee,HR,12350.35,38.55972
959,Anthony,Hughes,Testing,78352.24,58.89273
960,Ryan,Hudson,Research,41074.23,31.29325
961,Amy,Price,Testing,72599.91,44.74456
962,Carla,Orozco,Sales,58583,30.51957
963,Joyce,Lopez,Testing,48378.06,43.62447
964,Bruce,Wilson,Testing,84174.45,43.15907
965,Scott,Wheeler,Testing,27555.52,57.24447
966,Nicole,Rosario,Testing,11210.03,76.37491
967,Tammy,Alexander,Testing,7005.77,53.25842
968,Jessica,Greene,HR,40466.21,51.40155
969,Matthew,Hernandez,Sales,72423.8,60.54944
970,Chase,Powell,Testing,9105.23,58.38053
971,Charles,Hernandez,IT,59629.66,45.05432
972,Tammie,Coleman,Testing,98579.07,57.12363
973,Brenda,Taylor,Testing,39813.12,62.88195
974,Shari,Lopez,IT,27079.32,58.18832
975,Brittany,Chavez,IT,95528.08,55.71539
976,Jacob,Kelley,Research,54342.11,55.40833
977,Jeffrey,Sanchez,HR,35872.27,36.50472
978,Christopher,Duran,HR,13162.31,28.81915
979,Felicia,Chapman,Testing,98047.25,54.81950
980,Dominique,Harris,Sales,38138.34,47.50562
981,Sherry,Wang,IT,83111.74,51.20936
982,Kim,Tran,IT,71506.46,42.57692
983,Mark,Johnson,IT,83557.24,23.28227
984,Perry,Kaufman,IT,79931.24,38.41828
985,Tyrone,Moore,Research,334.51,51.21753
986,Brent,Wallace,Research,50760.15,45.85621
987,Daniel,Jackson,HR,37151.39,52.30879
988,Sean,Spears,IT,57471.86,39.55062
989,Clinton,Schneider,Research,57880.97,51.41003
990,Sarah,Gomez,Sales,76108.36,55.63656
991,Martin,Hicks,Sales,11104.9,42.58131
992,Shannon,Bishop,IT,53340.07,53.27378
993,Brian,Craig,HR,14231.61,63.00510
994,Eric,Pearson,Research,76779.84,53.69314
995,Nathan,Brown,IT,33954.51,36.59342
996,Nicholas,Walker,IT,81992.87,60.41301
997,Adriana,Jones,Research,53679.1,49.02162
998,George,Allen,Sales,77402.33,59.41124
999,Katherine,Lynch,Sales,22364.69,35.63371
1000,Patricia,Hart,HR,92462.61,60.05318
1001,Roger,Davis,Research,81497.81,47.87807
1002,Ian,Jones,HR,2445.05,42.42727
1003,Connie,Perez,Testing,68565.99,38.59924
1004,Rebecca,Mcbride,Research,4991.58,42.22881
1005,Susan,Nolan,IT,88340.27,35.96982
1006,Dawn,Miller,Research,23639.67,44.54100
1007,Brenda,Pennington,IT,53044.39,38.53166
1008,Courtney,Gomez,HR,34621.39,74.58426
1009,Eric,Bowman,Testing,58262.66,48.82636
1010,Michael,Lin,Research,17969.05,48.53032
1011,Sydney,Nguyen,HR,27111.02,51.44218
1012,Kimberly,Keith,Research,92004.37,39.01495
1013,Samantha,Weiss,Sales,68048.01,42.36658
1014,Stephanie,Thompson,HR,58157.46,34.47016
1015,Brian,Clay,IT,46318.3,63.17620
1016,Vanessa,Clark,Research,13957.8,47.65631
1017,Cynthia,Estrada,Sales,85449.73,58.49635
1018,William,Freeman,Sales,61043.07,51.29815
1019,Richard,Hall,Sales,54873.52,37.32814
1020,James,Carter,Testing,22534.63,49.30230
1021,Kelly,Booth,IT,68925.01,61.42755
1022,Rebecca,Cardenas,Testing,72443.09,39.36485
1023,Keith,Jones,Testing,67783.21,41.80693
1024,Sara,Smith,Testing,22387.03,39.20685
1025,Jacob,Miller,Sales,57689.16,39.43977
1026,Mark,Zavala,HR,64297.31,56.04329
1027,James,Cunningham,Research,72688.33,70.93769
1028,Christine,Hill,HR,83583.76,55.73638
1029,Travis,Mason,IT,78712.76,34.98988
1030,Mary,Potter,Testing,30618.21,47.35094
1031,Terry,Phillips,Research,36776.8,48.35545
1032,Samantha,Carlson,Sales,66167.62,46.23314
1033,Heather,Brown,Sales,24433.67,46.59038
1034,Antonio,Reed,Testing,39192.46,54.82093
1035,Mary,Sheppard,Testing,79371.09,55.62055
1036,Melvin,Santana,HR,57368.15,33.74140
1037,Olivia,Turner,IT,10289.84,44.98403
1038,Andrea,Jordan,Testing,71297.02,40.25573
1039,Vicki,Alvarez,Research,41672.4,33.06009
1040,Brianna,Thomas,Research,1352.14,39.64456
1041,Kimberly,Rowe,IT,55461.73,69.57403
1042,Jason,Roman,Sales,88626.51,48.57391
1043,Kristine,Davila,Sales,29054.01,63.47976
1044,Heather,Hodges,IT,87579.26,49.78750
1045,Donna,Parks,HR,91536.96,50.34376
1046,Christopher,Young,Sales,58084.56,54.50876
1047,Blake,Kim,HR,70536.47,44.17146
1048,Matthew,Dudley,Research,20818.5,63.75891
1049,Danielle,Valencia,Research,28514.35,42.31516
1050,Amy,Myers,IT,13209.99,51.22794
1051,Tony,Contreras,Research,72293.6,37.98351
1052,Frank,Webb,Sales,85241,57.95463
1053,Christopher,Rodriguez,HR,19750.69,40.56217
1054,Brittany,Torres,Research,18946.84,51.85664
1055,Cindy,Duarte,Research,92429.25,31.86119
1056,Heather,Jensen,Research,76203.12,47.36908
1057,Sharon,Powell,IT,42538.33,38.80567
1058,Ryan,Peterson,Testing,67925.74,45.32768
1059,Rachel,King,Testing,72145.7,55.68777
1060,Carmen,Pierce,Sales,25404.53,52.46866
1061,Lindsay,Delgado,IT,50409.31,44.00031
1062,Kathleen,Nielsen,IT,73127.56,47.44553
1063,Allison,Stephens,Testing,73492.25,40.10132
1064,Alexander,Leach,Research,18645.16,44.69865
1065,Sarah,Richardson,HR,64882.63,37.02009
1066,James,Perez,Sales,73518.05,61.19893
1067,Ryan,Hernandez,Testing,68397.66,34.62455
1068,Brian,Reeves,Research,35732.87,48.97637
1069,Megan,Herman,Sales,98134.44,41.21915
1070,Nathaniel,Paul,HR,96191.14,53.86265
1071,Jake,Lawrence,HR,7536.65,64.74017
1072,Dustin,Morrow,HR,26930.51,46.80554
1073,Joshua,Schmidt,Sales,33008.63,54.74718
1074,Colleen,Garrett,Research,20591.94,55.06589
1075,Brad,Anderson,Testing,60622.85,66.88845
1076,Douglas,Mason,IT,73894.97,54.49876
1077,Gabriel,Jones,Sales,89617.47,29.98366
1078,Christina,Benjamin,Research,57938,53.22673
1079,James,Small,HR,10522.19,55.87044
1080,Dennis,Wright,IT,36400.4,49.05200
1081,Taylor,Mitchell,Sales,55111.29,43.05285
